age,education,jobclass,health,health_ins,wage
34,4. College Grad,2. Information,2. >=Very Good,1. Yes,166.3249412
48,2. HS Grad,2. Information,2. >=Very Good,1. Yes,91.70163967
23,2. HS Grad,1. Industrial,2. >=Very Good,2. No,78.346562
41,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,111.7208494
49,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,151.5914842
47,5. Advanced Degree,2. Information,1. <=Good,1. Yes,120.5894365
35,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,117.1468169
50,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,81.98531783
55,2. HS Grad,1. Industrial,1. <=Good,1. Yes,137.5901428
69,2. HS Grad,1. Industrial,1. <=Good,1. Yes,40.40566526
45,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,154.685293
40,3. Some College,1. Industrial,1. <=Good,1. Yes,154.685293
47,4. College Grad,2. Information,2. >=Very Good,1. Yes,143.3253181
22,3. Some College,1. Industrial,2. >=Very Good,1. Yes,78.3924668
42,2. HS Grad,1. Industrial,2. >=Very Good,2. No,85.38394038
47,4. College Grad,2. Information,2. >=Very Good,1. Yes,159.4741767
48,2. HS Grad,1. Industrial,2. >=Very Good,2. No,66.22940829
28,2. HS Grad,1. Industrial,2. >=Very Good,2. No,111.7208494
49,3. Some College,1. Industrial,1. <=Good,1. Yes,90.72707931
51,2. HS Grad,1. Industrial,1. <=Good,1. Yes,128.6804882
58,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,148.4131591
32,3. Some College,2. Information,1. <=Good,1. Yes,114.4757133
55,2. HS Grad,1. Industrial,1. <=Good,1. Yes,87.98103279
49,2. HS Grad,2. Information,1. <=Good,1. Yes,94.07271475
46,2. HS Grad,1. Industrial,2. >=Very Good,2. No,87.98103279
44,5. Advanced Degree,2. Information,1. <=Good,1. Yes,182.020621
25,3. Some College,1. Industrial,2. >=Very Good,1. Yes,87.98103279
73,1. < HS Grad,1. Industrial,1. <=Good,1. Yes,92.89584479
18,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,72.15045568
52,1. < HS Grad,2. Information,2. >=Very Good,1. Yes,122.2636739
28,2. HS Grad,1. Industrial,2. >=Very Good,2. No,72.15045568
51,2. HS Grad,1. Industrial,2. >=Very Good,2. No,82.6796373
44,4. College Grad,2. Information,2. >=Very Good,1. Yes,176.9896505
44,3. Some College,2. Information,2. >=Very Good,1. Yes,141.7751723
29,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,95.23071257
48,4. College Grad,2. Information,1. <=Good,2. No,141.7751723
62,2. HS Grad,2. Information,1. <=Good,1. Yes,101.8243521
40,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,131.7378012
24,3. Some College,1. Industrial,1. <=Good,2. No,66.32519494
48,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,118.8843593
54,5. Advanced Degree,2. Information,1. <=Good,1. Yes,163.515864
69,1. < HS Grad,2. Information,2. >=Very Good,1. Yes,114.4757133
48,2. HS Grad,1. Industrial,1. <=Good,2. No,123.0896998
73,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,40.19437052
30,3. Some College,2. Information,2. >=Very Good,2. No,70.5134157
41,3. Some College,2. Information,1. <=Good,2. No,73.77574327
48,1. < HS Grad,2. Information,2. >=Very Good,2. No,100.8794609
63,4. College Grad,2. Information,2. >=Very Good,1. Yes,84.04595765
29,3. Some College,2. Information,2. >=Very Good,2. No,85.38394038
40,3. Some College,1. Industrial,2. >=Very Good,1. Yes,141.7751723
52,3. Some College,2. Information,1. <=Good,1. Yes,91.09321847
54,2. HS Grad,1. Industrial,1. <=Good,1. Yes,114.4757133
33,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,267.9010869
42,4. College Grad,2. Information,1. <=Good,1. Yes,160.6424754
31,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,94.07271475
46,3. Some College,2. Information,2. >=Very Good,1. Yes,139.6758702
44,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,125.1238157
45,2. HS Grad,1. Industrial,2. >=Very Good,2. No,113.5670896
40,2. HS Grad,1. Industrial,2. >=Very Good,2. No,182.020621
31,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,102.8702469
19,2. HS Grad,1. Industrial,2. >=Very Good,2. No,76.89360252
43,2. HS Grad,1. Industrial,1. <=Good,1. Yes,109.8339856
56,4. College Grad,2. Information,2. >=Very Good,1. Yes,142.4571699
55,3. Some College,1. Industrial,2. >=Very Good,1. Yes,101.8243521
59,5. Advanced Degree,2. Information,1. <=Good,1. Yes,118.8843593
49,1. < HS Grad,2. Information,1. <=Good,1. Yes,102.8702469
42,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,128.6804882
27,2. HS Grad,1. Industrial,2. >=Very Good,2. No,61.18752643
34,2. HS Grad,1. Industrial,1. <=Good,2. No,81.28607729
47,4. College Grad,2. Information,2. >=Very Good,1. Yes,276.7784133
35,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,268.266292
33,3. Some College,2. Information,2. >=Very Good,1. Yes,104.9215065
35,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,144.4780877
40,3. Some College,2. Information,1. <=Good,1. Yes,118.8843593
53,4. College Grad,2. Information,2. >=Very Good,2. No,94.07271475
47,4. College Grad,2. Information,2. >=Very Good,1. Yes,73.77574327
45,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,196.1252726
34,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,169.07354
25,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,69.6190369
56,4. College Grad,2. Information,2. >=Very Good,2. No,124.7204462
54,3. Some College,2. Information,2. >=Very Good,1. Yes,115.5180852
41,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,89.24288466
46,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,276.7784133
44,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,170.6951277
44,4. College Grad,2. Information,1. <=Good,1. Yes,99.6894637
46,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,148.4131591
38,4. College Grad,2. Information,2. >=Very Good,1. Yes,114.4757133
36,2. HS Grad,1. Industrial,2. >=Very Good,2. No,128.6804882
27,4. College Grad,2. Information,2. >=Very Good,1. Yes,99.6894637
33,2. HS Grad,1. Industrial,1. <=Good,2. No,128.6804882
56,2. HS Grad,1. Industrial,1. <=Good,1. Yes,140.3982002
52,2. HS Grad,2. Information,2. >=Very Good,1. Yes,111.7208494
33,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,125.5254984
32,4. College Grad,1. Industrial,2. >=Very Good,2. No,94.07271475
39,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,118.8843593
22,2. HS Grad,1. Industrial,1. <=Good,2. No,72.15045568
53,4. College Grad,1. Industrial,2. >=Very Good,2. No,104.9215065
36,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,277.7994802
37,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,73.77574327
40,2. HS Grad,2. Information,2. >=Very Good,1. Yes,130.9821774
51,2. HS Grad,1. Industrial,1. <=Good,1. Yes,78.21457569
40,2. HS Grad,2. Information,2. >=Very Good,1. Yes,90.48191336
56,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,117.1468169
50,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,99.6894637
49,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,166.3249412
32,1. < HS Grad,2. Information,2. >=Very Good,2. No,81.28325328
21,2. HS Grad,2. Information,2. >=Very Good,1. Yes,84.04595765
48,4. College Grad,2. Information,1. <=Good,1. Yes,114.4757133
48,3. Some College,1. Industrial,2. >=Very Good,1. Yes,73.77574327
32,3. Some College,1. Industrial,2. >=Very Good,1. Yes,115.1062017
30,3. Some College,1. Industrial,2. >=Very Good,1. Yes,53.02755112
30,3. Some College,1. Industrial,2. >=Very Good,2. No,118.8843593
33,1. < HS Grad,2. Information,2. >=Very Good,2. No,79.85490031
56,5. Advanced Degree,1. Industrial,2. >=Very Good,2. No,56.45386498
46,3. Some College,2. Information,2. >=Very Good,1. Yes,90.48191336
49,3. Some College,1. Industrial,2. >=Very Good,1. Yes,104.9215065
24,2. HS Grad,1. Industrial,2. >=Very Good,2. No,87.98103279
48,3. Some College,2. Information,2. >=Very Good,1. Yes,147.1166892
37,4. College Grad,1. Industrial,1. <=Good,2. No,109.8339856
53,3. Some College,1. Industrial,1. <=Good,1. Yes,118.8843593
56,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,141.7751723
34,3. Some College,2. Information,2. >=Very Good,2. No,108.8745258
56,3. Some College,1. Industrial,1. <=Good,1. Yes,104.9215065
48,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,109.8339856
47,2. HS Grad,1. Industrial,2. >=Very Good,2. No,27.14057921
52,3. Some College,2. Information,2. >=Very Good,1. Yes,70.47601965
40,3. Some College,1. Industrial,2. >=Very Good,1. Yes,166.8793833
25,2. HS Grad,2. Information,2. >=Very Good,1. Yes,127.1157438
35,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,117.1468169
40,3. Some College,2. Information,1. <=Good,1. Yes,103.9024706
22,2. HS Grad,1. Industrial,2. >=Very Good,2. No,34.60741773
50,3. Some College,2. Information,1. <=Good,1. Yes,100.0134869
48,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,64.86896919
40,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,109.8339856
45,3. Some College,2. Information,2. >=Very Good,1. Yes,127.1157438
30,4. College Grad,2. Information,2. >=Very Good,1. Yes,114.4757133
46,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,117.1468169
34,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,134.7053751
32,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,65.11085372
53,4. College Grad,1. Industrial,1. <=Good,1. Yes,143.1349408
32,3. Some College,1. Industrial,2. >=Very Good,2. No,76.89360252
39,4. College Grad,1. Industrial,2. >=Very Good,2. No,99.6894637
51,4. College Grad,2. Information,2. >=Very Good,1. Yes,94.07271475
40,2. HS Grad,2. Information,1. <=Good,1. Yes,75.35567932
66,4. College Grad,2. Information,1. <=Good,1. Yes,127.1157438
40,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,166.3249412
52,5. Advanced Degree,2. Information,2. >=Very Good,2. No,133.2323508
36,3. Some College,2. Information,2. >=Very Good,1. Yes,125.5254984
32,2. HS Grad,1. Industrial,1. <=Good,1. Yes,89.49247952
45,2. HS Grad,2. Information,2. >=Very Good,2. No,84.04595765
37,2. HS Grad,2. Information,2. >=Very Good,1. Yes,169.07354
47,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,160.6424754
49,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,144.1706065
53,1. < HS Grad,2. Information,2. >=Very Good,2. No,73.77574327
66,2. HS Grad,2. Information,1. <=Good,1. Yes,70.47601965
33,1. < HS Grad,2. Information,1. <=Good,2. No,73.77574327
58,2. HS Grad,1. Industrial,1. <=Good,2. No,94.07271475
41,5. Advanced Degree,1. Industrial,2. >=Very Good,2. No,83.19132429
54,3. Some College,2. Information,2. >=Very Good,1. Yes,134.7053751
26,2. HS Grad,1. Industrial,2. >=Very Good,2. No,86.69515483
24,2. HS Grad,1. Industrial,1. <=Good,2. No,70.47601965
62,4. College Grad,2. Information,2. >=Very Good,2. No,130.9821774
63,2. HS Grad,2. Information,2. >=Very Good,1. Yes,136.3039976
26,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,114.0225804
45,2. HS Grad,2. Information,1. <=Good,1. Yes,106.1275822
23,2. HS Grad,1. Industrial,2. >=Very Good,2. No,87.98103279
31,4. College Grad,1. Industrial,2. >=Very Good,2. No,116.2653241
44,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,143.1349408
43,1. < HS Grad,1. Industrial,1. <=Good,1. Yes,54.59815003
48,2. HS Grad,1. Industrial,2. >=Very Good,2. No,48.18565022
48,4. College Grad,2. Information,2. >=Very Good,1. Yes,123.0896998
55,5. Advanced Degree,2. Information,2. >=Very Good,2. No,117.5843403
45,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,272.2947832
48,4. College Grad,2. Information,2. >=Very Good,1. Yes,145.1436012
63,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,118.8843593
57,2. HS Grad,2. Information,2. >=Very Good,1. Yes,97.49329405
69,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,148.4131591
31,4. College Grad,2. Information,2. >=Very Good,1. Yes,127.1157438
38,4. College Grad,2. Information,2. >=Very Good,1. Yes,268.266292
43,4. College Grad,2. Information,2. >=Very Good,1. Yes,109.8339856
19,2. HS Grad,1. Industrial,2. >=Very Good,2. No,51.90369627
44,4. College Grad,2. Information,2. >=Very Good,1. Yes,114.4757133
31,4. College Grad,2. Information,2. >=Very Good,2. No,134.7053751
49,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,87.98103279
29,3. Some College,2. Information,1. <=Good,1. Yes,95.23071257
26,3. Some College,2. Information,2. >=Very Good,1. Yes,76.89360252
37,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,116.2653241
30,2. HS Grad,1. Industrial,2. >=Very Good,2. No,81.28325328
35,3. Some College,1. Industrial,2. >=Very Good,1. Yes,131.621803
40,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,117.1468169
44,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,68.74808773
65,2. HS Grad,1. Industrial,1. <=Good,1. Yes,125.5254984
54,3. Some College,1. Industrial,2. >=Very Good,1. Yes,101.8243521
56,3. Some College,1. Industrial,2. >=Very Good,1. Yes,140.3982002
48,4. College Grad,2. Information,2. >=Very Good,1. Yes,107.9039239
37,3. Some College,1. Industrial,1. <=Good,2. No,58.01478201
30,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,99.6894637
46,5. Advanced Degree,1. Industrial,2. >=Very Good,2. No,85.38394038
37,2. HS Grad,1. Industrial,1. <=Good,1. Yes,131.7378012
58,2. HS Grad,2. Information,2. >=Very Good,2. No,81.28325328
52,3. Some College,1. Industrial,1. <=Good,1. Yes,86.69515483
45,3. Some College,2. Information,1. <=Good,1. Yes,157.7005277
33,2. HS Grad,1. Industrial,2. >=Very Good,2. No,65.11462388
51,3. Some College,1. Industrial,2. >=Very Good,2. No,90.48191336
50,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,46.7632688
42,2. HS Grad,1. Industrial,1. <=Good,1. Yes,85.38394038
46,3. Some College,1. Industrial,1. <=Good,1. Yes,139.7030715
43,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,148.4131591
47,3. Some College,1. Industrial,2. >=Very Good,1. Yes,81.28325328
47,5. Advanced Degree,2. Information,2. >=Very Good,2. No,118.8843593
44,4. College Grad,2. Information,1. <=Good,2. No,71.15195654
36,2. HS Grad,1. Industrial,2. >=Very Good,2. No,65.11085372
39,2. HS Grad,1. Industrial,1. <=Good,2. No,65.11085372
29,4. College Grad,2. Information,2. >=Very Good,1. Yes,125.5254984
40,3. Some College,2. Information,2. >=Very Good,1. Yes,123.0896998
20,3. Some College,1. Industrial,1. <=Good,1. Yes,70.81503862
32,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,112.6488963
36,3. Some College,1. Industrial,2. >=Very Good,1. Yes,86.69515483
31,3. Some College,1. Industrial,2. >=Very Good,1. Yes,82.6796373
28,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,130.9821774
41,3. Some College,2. Information,1. <=Good,1. Yes,117.1468169
54,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,176.9896505
42,2. HS Grad,1. Industrial,2. >=Very Good,2. No,118.8843593
19,2. HS Grad,2. Information,1. <=Good,1. Yes,68.74808773
59,3. Some College,2. Information,1. <=Good,2. No,267.9010869
64,3. Some College,2. Information,1. <=Good,1. Yes,99.6894637
31,3. Some College,1. Industrial,2. >=Very Good,1. Yes,92.65813017
37,3. Some College,2. Information,2. >=Very Good,1. Yes,109.8339856
30,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,87.98103279
24,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,118.8843593
26,2. HS Grad,1. Industrial,1. <=Good,2. No,75.04315402
44,4. College Grad,2. Information,2. >=Very Good,1. Yes,114.4757133
39,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,276.7784133
48,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,277.6014175
53,2. HS Grad,1. Industrial,1. <=Good,1. Yes,80.57319971
42,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,114.4757133
44,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,166.3249412
25,4. College Grad,2. Information,2. >=Very Good,1. Yes,85.38394038
46,2. HS Grad,1. Industrial,1. <=Good,1. Yes,43.73511168
52,3. Some College,2. Information,2. >=Very Good,2. No,101.8243521
33,3. Some College,2. Information,1. <=Good,1. Yes,87.98103279
30,3. Some College,2. Information,2. >=Very Good,2. No,121.4303138
38,3. Some College,1. Industrial,2. >=Very Good,1. Yes,109.8339856
29,2. HS Grad,2. Information,2. >=Very Good,1. Yes,79.85490031
57,4. College Grad,1. Industrial,1. <=Good,1. Yes,127.1157438
50,4. College Grad,2. Information,2. >=Very Good,1. Yes,115.285517
23,3. Some College,1. Industrial,1. <=Good,2. No,98.60153978
46,3. Some College,2. Information,2. >=Very Good,1. Yes,144.4780877
61,4. College Grad,1. Industrial,1. <=Good,1. Yes,136.1577108
70,1. < HS Grad,2. Information,2. >=Very Good,2. No,100.7642728
59,2. HS Grad,1. Industrial,1. <=Good,1. Yes,76.89360252
57,2. HS Grad,1. Industrial,1. <=Good,1. Yes,90.48191336
25,2. HS Grad,1. Industrial,1. <=Good,2. No,86.69515483
48,3. Some College,1. Industrial,2. >=Very Good,1. Yes,123.9085676
52,5. Advanced Degree,2. Information,1. <=Good,2. No,65.11085372
44,4. College Grad,2. Information,2. >=Very Good,1. Yes,131.7378012
40,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,66.96164432
43,4. College Grad,2. Information,1. <=Good,1. Yes,196.1252726
51,3. Some College,1. Industrial,1. <=Good,1. Yes,166.3249412
43,1. < HS Grad,2. Information,2. >=Very Good,2. No,65.11085372
42,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,120.5894365
28,2. HS Grad,1. Industrial,2. >=Very Good,2. No,101.8243521
54,5. Advanced Degree,2. Information,2. >=Very Good,2. No,148.4131591
34,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,159.0520271
50,4. College Grad,2. Information,2. >=Very Good,1. Yes,109.8339856
36,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,140.0511976
36,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,132.3524777
71,3. Some College,1. Industrial,1. <=Good,1. Yes,118.8843593
31,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,97.49329405
43,5. Advanced Degree,2. Information,1. <=Good,1. Yes,134.7053751
20,3. Some College,1. Industrial,1. <=Good,2. No,72.15045568
23,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,87.98103279
42,2. HS Grad,1. Industrial,1. <=Good,2. No,49.55533812
41,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,149.0558956
27,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,122.2636739
29,3. Some College,1. Industrial,1. <=Good,2. No,101.8243521
41,3. Some College,1. Industrial,1. <=Good,1. Yes,99.6894637
41,2. HS Grad,1. Industrial,1. <=Good,1. Yes,104.9215065
22,3. Some College,2. Information,1. <=Good,2. No,81.28325328
39,2. HS Grad,1. Industrial,1. <=Good,1. Yes,73.77574327
50,4. College Grad,1. Industrial,2. >=Very Good,2. No,82.6796373
49,4. College Grad,1. Industrial,1. <=Good,1. Yes,148.4131591
42,3. Some College,2. Information,2. >=Very Good,1. Yes,118.8843593
38,2. HS Grad,2. Information,2. >=Very Good,1. Yes,129.4536446
55,4. College Grad,2. Information,1. <=Good,2. No,134.7053751
47,2. HS Grad,1. Industrial,1. <=Good,2. No,79.85490031
52,1. < HS Grad,2. Information,2. >=Very Good,2. No,68.11199407
56,4. College Grad,1. Industrial,2. >=Very Good,2. No,40.40566526
30,3. Some College,2. Information,2. >=Very Good,2. No,131.7378012
56,2. HS Grad,1. Industrial,1. <=Good,2. No,134.7053751
46,2. HS Grad,1. Industrial,1. <=Good,1. Yes,114.4757133
43,1. < HS Grad,2. Information,2. >=Very Good,2. No,126.3238807
35,3. Some College,1. Industrial,1. <=Good,1. Yes,116.7071546
58,2. HS Grad,1. Industrial,1. <=Good,1. Yes,109.8339856
69,2. HS Grad,1. Industrial,1. <=Good,1. Yes,81.22674631
68,2. HS Grad,2. Information,1. <=Good,1. Yes,87.98103279
52,3. Some College,2. Information,2. >=Very Good,1. Yes,127.1157438
46,4. College Grad,2. Information,1. <=Good,1. Yes,104.9215065
39,4. College Grad,2. Information,2. >=Very Good,1. Yes,107.9039239
66,4. College Grad,1. Industrial,1. <=Good,2. No,109.8339856
30,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,117.1468169
30,3. Some College,1. Industrial,2. >=Very Good,1. Yes,107.9039239
43,2. HS Grad,1. Industrial,2. >=Very Good,2. No,72.15045568
49,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,160.6424754
54,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,148.4131591
48,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,143.1349408
37,3. Some College,2. Information,2. >=Very Good,2. No,97.49329405
46,4. College Grad,2. Information,1. <=Good,1. Yes,141.7751723
53,2. HS Grad,1. Industrial,2. >=Very Good,2. No,148.4131591
31,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,109.8339856
18,3. Some College,2. Information,2. >=Very Good,2. No,59.09706408
49,4. College Grad,2. Information,2. >=Very Good,1. Yes,152.5282169
39,2. HS Grad,1. Industrial,2. >=Very Good,2. No,81.28325328
40,2. HS Grad,2. Information,1. <=Good,2. No,43.73511168
37,2. HS Grad,2. Information,2. >=Very Good,1. Yes,96.37065283
24,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,101.8243521
35,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,130.9821774
27,2. HS Grad,1. Industrial,2. >=Very Good,2. No,82.6796373
44,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,130.9821774
46,4. College Grad,1. Industrial,2. >=Very Good,2. No,89.24288466
40,3. Some College,2. Information,1. <=Good,2. No,85.11853342
39,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,166.3249412
42,1. < HS Grad,1. Industrial,1. <=Good,1. Yes,100.7642728
37,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,99.6894637
58,3. Some College,2. Information,2. >=Very Good,1. Yes,123.0896998
40,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,163.515864
27,2. HS Grad,2. Information,1. <=Good,1. Yes,85.38394038
31,3. Some College,2. Information,2. >=Very Good,1. Yes,75.35567932
44,2. HS Grad,1. Industrial,2. >=Very Good,2. No,65.11085372
38,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,92.65813017
34,4. College Grad,2. Information,2. >=Very Good,2. No,137.5901428
41,2. HS Grad,2. Information,2. >=Very Good,1. Yes,134.8515263
20,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,72.4793163
28,4. College Grad,2. Information,2. >=Very Good,1. Yes,178.5330504
55,4. College Grad,2. Information,2. >=Very Good,1. Yes,98.59934386
38,4. College Grad,2. Information,1. <=Good,2. No,115.3750386
33,2. HS Grad,1. Industrial,1. <=Good,2. No,73.77574327
43,2. HS Grad,1. Industrial,1. <=Good,1. Yes,36.6737042
50,4. College Grad,2. Information,2. >=Very Good,1. Yes,123.0896998
55,4. College Grad,2. Information,2. >=Very Good,1. Yes,87.98103279
24,3. Some College,2. Information,2. >=Very Good,2. No,73.93571929
41,4. College Grad,2. Information,2. >=Very Good,1. Yes,176.9896505
37,4. College Grad,2. Information,1. <=Good,2. No,118.8843593
42,3. Some College,2. Information,1. <=Good,1. Yes,134.7053751
25,4. College Grad,2. Information,2. >=Very Good,1. Yes,90.48191336
45,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,148.4131591
40,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,81.28325328
43,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,130.9821774
50,3. Some College,1. Industrial,2. >=Very Good,1. Yes,176.9896505
42,2. HS Grad,2. Information,1. <=Good,1. Yes,82.6796373
38,2. HS Grad,1. Industrial,1. <=Good,1. Yes,131.7378012
44,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,82.6796373
19,3. Some College,1. Industrial,1. <=Good,2. No,41.44121303
44,3. Some College,2. Information,2. >=Very Good,1. Yes,117.1468169
26,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,73.77574327
54,2. HS Grad,1. Industrial,1. <=Good,1. Yes,86.69515483
32,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,99.6894637
49,4. College Grad,2. Information,2. >=Very Good,1. Yes,141.7751723
35,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,70.81503862
34,1. < HS Grad,2. Information,2. >=Very Good,2. No,72.15045568
23,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,54.59815003
60,3. Some College,2. Information,1. <=Good,1. Yes,127.1157438
54,5. Advanced Degree,2. Information,1. <=Good,1. Yes,73.77574327
31,3. Some College,2. Information,2. >=Very Good,2. No,139.7030715
47,4. College Grad,2. Information,2. >=Very Good,2. No,160.6424754
48,2. HS Grad,1. Industrial,1. <=Good,2. No,23.95294448
48,4. College Grad,2. Information,1. <=Good,1. Yes,115.3750386
35,2. HS Grad,2. Information,1. <=Good,2. No,114.4757133
55,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,127.1157438
35,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,137.5901428
37,4. College Grad,2. Information,2. >=Very Good,1. Yes,176.9896505
27,2. HS Grad,2. Information,2. >=Very Good,2. No,23.27470405
64,2. HS Grad,2. Information,2. >=Very Good,1. Yes,90.48191336
52,2. HS Grad,1. Industrial,1. <=Good,1. Yes,73.77574327
47,1. < HS Grad,2. Information,2. >=Very Good,2. No,82.6796373
26,2. HS Grad,1. Industrial,2. >=Very Good,2. No,56.90553914
41,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,128.6804882
22,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,75.04315402
76,3. Some College,1. Industrial,1. <=Good,2. No,73.77574327
46,2. HS Grad,1. Industrial,1. <=Good,1. Yes,108.0658303
39,3. Some College,1. Industrial,1. <=Good,1. Yes,123.0896998
39,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,277.7994802
23,3. Some College,1. Industrial,1. <=Good,1. Yes,73.77574327
49,3. Some College,1. Industrial,2. >=Very Good,1. Yes,123.9085676
44,1. < HS Grad,1. Industrial,1. <=Good,2. No,87.98103279
20,2. HS Grad,1. Industrial,2. >=Very Good,2. No,70.47601965
43,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,277.6014175
42,4. College Grad,2. Information,2. >=Very Good,1. Yes,148.4131591
46,4. College Grad,2. Information,2. >=Very Good,1. Yes,114.4757133
33,4. College Grad,2. Information,2. >=Very Good,1. Yes,99.6894637
62,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,268.266292
38,3. Some College,2. Information,1. <=Good,1. Yes,130.9821774
43,4. College Grad,1. Industrial,2. >=Very Good,2. No,109.8339856
46,4. College Grad,2. Information,2. >=Very Good,1. Yes,277.6014175
